"Census.Tract","CES.3.0.Score","Total.Population","California.County","Hispanic....","White....","African.American....","Native.American....","Asian.American....","Other....","ZIP","Longitude","Latitude","Ozone","PM2.5","Diesel.PM","Drinking.Water","Pesticides","Tox..Release","Traffic","Cleanup.Sites","Groundwater.Threats","Haz..Waste","Imp..Water.Bodies","Solid.Waste","Pollution.Burden","Asthma","Low.Birth.Weight","Unemployment"
6059042311,11.77,5996,"Orange ",18.9,74.5,0.4,0.4,3.8,2,92675,-117.6811,33.49406,0.048,8.697944,11.943,442.76,0.04,1485.167,543.23,2.6,9,0.035,11,6,44.68,22.2,3.03,8.9
6061022013,11.77,2934,"Placer ",5.4,89.5,0.3,1.3,0.6,2.8,95701,-120.7181,39.22418,0.055,6.182866,2.694,500.28,1.08,0.00435496,404.84,2,15.35,0.1,3,12.5,37.55,15.07,5.47,9.8
6065045120,11.77,4580,"Riverside ",51.2,43.9,1.9,0.2,1.2,1.5,92253,-116.3048,33.68349,0.062,7.859585,4.36,558.52,0,0.1141737,334.03,4,0,0,0,0,21.42,30.7,3.73,7.4
6085508001,11.77,7377,"Santa Clara",3.5,28.9,0.6,0.1,63.4,3.6,95014,-122.0227,37.31664,0.035,10.37,17.206,551.27,0,317.2636,556.57,26.5,15,0.45,0,0,39.69,10.11,4.38,5.7
6085508401,11.76,6834,"Santa Clara",8.2,47,1.1,0.1,38.9,4.8,94087,-122.0562,37.36266,0.035,10.37,23.235,543.42,0,230.7069,1094.26,0.1,9.25,0.05,4,0,37.55,14.63,5.61,4.2
6083003005,11.76,4999,"Santa Barbara",41.8,48.4,1.3,0.3,5.7,2.5,93110,-119.7841,34.43667,0.04,4.506147,8.885,179.52,0.95,0.00938386,1130.22,0,10.5,0.01,5,4.5,29.3,30.73,4.86,6.2
6075010200,11.75,4143,"San Francisco",5.1,81.1,0.6,0.1,10.2,3,94109,-122.4229,37.80586,0.03,8.697944,73.97,309.86,0,258.771,708.87,12.75,16.35,0.295,11,0,44.43,43.16,4.42,2.8
6059062649,11.75,3257,"Orange ",9.2,80.5,1.2,0.1,7.6,1.4,92651,-117.7535,33.60168,0.048,8.697944,7.348,423.31,0,3617.666,827.47,0,0,0.05,2,0.2,31.91,15.6,4.08,12.7
6071011204,11.74,1271,"San Bernardino",14.9,80.9,0.5,0.2,1.6,2,92314,-116.8619,34.23527,0.068,7.859585,0.596,321.53,0,12.90548,NA,0,0,0,4,1.25,23.95,32.64,NA,4.3
6001450501,11.74,3129,"Alameda ",11.9,64.9,3,0.3,14.8,5.1,94568,-121.942,37.70685,0.038,8.697944,39.727,168.15,0,339.0208,629.64,7,17.05,0.1,0,0,34.1,31.79,4.2,4.1
6111005911,11.74,3854,"Ventura ",11.3,77.4,1.4,0.2,6.7,3.1,91361,-118.89,34.16969,0.048,9.536303,7.621,364.02,0.07,98.12262,1927.26,1,0,0,11,0,35.24,16.79,4.06,13.9
6017030704,11.73,5961,"El Dorado",11.3,73.4,1.3,0.5,9.9,3.7,95682,-120.995,38.58298,0.053,8.697944,1.086,210.73,0.09,16.57173,443.34,21.25,15,0.6,4,3,39.71,21.93,4.03,11.3
6097153704,11.72,3728,"Sonoma ",12.8,80.3,0.8,1,1.2,4,95446,-123.0092,38.53366,0.033,5.95966,0.363,384.35,13.76,14.4869,258.5,0,7,0,5,4.25,24.09,45.36,3.94,12.6
6001404102,11.72,2283,"Alameda ",6.5,67.5,8,0.2,13.4,4.4,94611,-122.2511,37.82602,0.03,8.697944,54.34,70.6,0,391.1998,421.88,9,40.75,0,0,0,29.8,34.14,3.75,8.3
6001403800,11.72,3461,"Alameda ",8.4,62.9,9.7,0.2,13.5,5.4,94610,-122.2416,37.81483,0.03,8.697944,54.34,70.6,0,373.1609,945.68,0,20,0,2,0,30.52,56.26,4.75,5
6073013505,11.72,4725,"San Diego",24,55.2,11,0.5,4.6,4.8,91978,-116.9642,32.73732,0.044,11.63,8.39,352.21,0,139.0585,724.75,0,0.2,0.1,0,0,26.87,29.61,4.81,12.6
6085503323,11.71,4688,"Santa Clara",32.2,12.4,3.6,0,49.3,2.5,95148,-121.7916,37.3337,0.038,10.37,7.773,407.4,0.01,154.585,326.76,0,0,0,0,0,18.43,30.66,6.95,10.4
6111005401,11.7,4073,"Ventura ",25.8,63.9,1.4,0.2,6.1,2.7,93010,-119.032,34.23318,0.046,9.536303,11.642,582.69,45.54,83.65992,341.69,0,0,0.01,0,0,29.02,35.51,3.89,7.3
6037701501,11.69,4986,"Los Angeles",7.5,78,2.5,0.2,8.2,3.6,90403,-118.4904,34.02816,0.046,12.05,20.45,307.71,0,1117.872,972.76,0.7,1.3,0.16,5,0,42.58,24.72,3.54,8.3
6001441925,11.69,6159,"Alameda ",8.3,21.7,4.4,0.2,59.1,6.2,94538,-121.9631,37.55008,0.035,9.117123,17.009,83.53,0,122.081,474.21,6.3,4,0.035,0,0,21.92,59.75,5.33,4.5
6037910209,11.68,4397,"Los Angeles",29.5,48.3,11.3,0.5,7.4,3.1,93551,-118.1984,34.60696,0.062,6.182866,3.721,845.09,0,10.93548,551.25,0,0,0,0,0,23.59,43.18,3.57,8.6
6037269500,11.68,4043,"Los Angeles",3.9,86.3,1.5,0,5.6,2.7,90034,-118.3938,34.04341,0.046,12.05,25.448,587.51,0,1654.395,1038.27,1.25,7.75,0.05,0,0,44.75,27.03,4.15,5.2
6.027e+09,11.68,2757,"Inyo ",18.6,77.2,0.1,1,1.7,1.3,93514,-118.2425,37.34483,0.062,4.506147,0.162,620.13,0,0.002601675,158.99,0,3,0.01,0,0.7,19.64,51.43,5.1,5.1
6037621324,11.68,3842,"Los Angeles",11.5,71.2,2.8,0.2,10.5,3.8,90277,-118.3901,33.8341,0.044,12.05,13.925,237.22,0,5886.032,866.16,0,0,0.1,8,0,39.7,26.64,4.66,4.2
6067005702,11.67,4795,"Sacramento ",6.4,85.1,1,0.3,4.2,3,95864,-121.3744,38.5863,0.051,9.536303,9.839,804.78,0,199.9255,916.83,0,15,0.025,7,0,41.12,46.74,2.69,7.2
6073021202,11.66,3156,"San Diego",17.5,68,1.2,9.1,1.7,2.5,91901,-116.6473,32.82449,0.051,12.47,0.617,896.47,0,48.20498,209.59,0,4,0,6,6,37.5,23.81,3.9,8.7
6075047701,11.65,4334,"San Francisco",6.8,36.9,1.9,0.2,50.1,4.1,94121,-122.4841,37.77825,0.03,7.859585,39.92,171.2,0,224.6415,488.42,1.4,0,0,10,0,26.16,23.94,4.66,5.7
6087121700,11.65,7458,"Santa Cruz",25.9,63.6,1.4,0.3,5.4,3.3,95010,-121.9655,36.97491,0.035,7.859585,12.95,445.46,0.17,25.51133,721.92,1.2,23.5,0.05,7,0,32.83,34.81,2.84,8.5
6085512001,11.65,6774,"Santa Clara",23.4,27.5,3.4,0.3,42.2,3.2,95138,-121.7684,37.25694,0.038,10.37,7.835,573.01,0,73.18864,2179.1,22.8,2.5,4.05,2,0,41.02,23.62,4.1,8.1
6001442200,11.65,6875,"Alameda ",6.1,26.2,1.4,0.1,63.6,2.6,94539,-121.9422,37.53456,0.035,9.536303,27.455,279.92,0.03,127.0993,1414.17,33.7,17,2.55,0,0,44.43,20.59,4.24,5.7
6113010607,11.65,4095,"Yolo ",11.4,66.6,2.3,0.3,15,4.5,95618,-121.7026,38.54034,0.044,8.278764,5.574,862.08,52.14,46.06213,942.71,24.5,15.6,0.05,2,2.5,48.3,23.31,4.23,6
6053014105,11.63,2688,"Monterey ",22.4,50.5,8.9,0.7,9.7,7.7,93933,-121.765,36.66053,0.035,5.344507,2.776,542.29,1848.19,0.5927094,205.23,12,31.5,0.125,14,5.5,42.68,19.1,1.89,4.3
6093001200,11.62,1409,"Siskiyou ",6.2,89.4,0.6,1.1,0.4,2.3,35,-121.8261,41.4116,0.044,4.875607,0.12,242.19,0.77,0.0843,87.54,0,8,0,0,8,18.78,30.62,NA,14
6059099408,11.62,4332,"Orange ",13.4,70.8,0.8,0.2,11.6,3.2,92649,-118.0372,33.72261,0.044,11.21,8.156,237.1,0,10360.36,580.28,11.75,4.5,0.17,3,0,40.09,25.28,3.51,7.8
6097153804,11.62,3239,"Sonoma ",26.9,65.8,0.7,0.6,3.4,2.6,95492,-122.8127,38.55654,0.033,9.153824,11.837,394.69,16.63,30.42748,568.2,0,10,0.5,2,0.5,34.15,34.9,4.98,3.4
6073015501,11.62,4955,"San Diego",16.1,78.2,0.9,0.8,1.8,2.3,92021,-116.8631,32.81793,0.048,11.21,3.735,349.69,0.25,96.35749,604.02,0,6.5,0.05,1,0,30.87,47,4.08,5.4
6075010900,11.62,4320,"San Francisco",6.2,67.6,0.9,0.1,22.1,3.2,94109,-122.4206,37.79804,0.03,8.697944,73.97,171.2,0,250.3483,628.54,3.9,4.6,0.21,11,0,36.74,49.17,3.92,2
6013335000,11.62,3358,"Contra Costa",26.8,59.7,2,0.4,7.3,3.9,94518,-122.0202,37.96904,0.038,7.859585,15.21,76.79,0,953.7128,687.2,4,8,0,1,0,25.59,46.53,3.72,8
6037264000,11.62,3358,"Los Angeles",4,87.2,0.6,0.1,4.4,3.6,90049,-118.4815,34.05455,0.046,11.63,6.575,585.9,0,1148.589,746.56,0,3,0.1,2,0,36.45,14.56,6.57,5.8
6013334001,11.61,3749,"Contra Costa",20.4,61.3,2.9,0.5,9.4,5.5,94521,-122.0018,37.96316,0.038,7.859585,13.191,76.79,0,895.2799,598.25,0,21,0,0,0,22.5,40.98,4.88,9.6
6073020807,11.61,2599,"San Diego",18.3,77.9,0.3,0.8,0.9,1.8,92065,-116.8231,33.07291,0.05,9.955483,0.662,1020.97,0.23,4.884902,233.61,0,4,0,6,6,35.08,25.09,3.73,8.5
6013333101,11.59,4091,"Contra Costa",20,61.2,2.4,0.5,11.3,4.5,94521,-121.9701,37.96491,0.038,7.859585,7.856,76.79,0,795.9299,568.17,12,1.5,0,2,0,22.72,59.66,2.26,6.7
6085509106,11.59,4171,"Santa Clara",26.1,34.3,2.3,0.2,34,3.1,94086,-122.0505,37.3786,0.035,10.37,22.67,541.43,0,248.0074,626.7,9.95,37.55,0.575,0,0,41.79,19.63,3.04,6.5
6061021203,11.59,6536,"Placer ",8.7,83.3,0.5,0.8,2.9,3.7,95650,-121.2,38.82712,0.053,7.859585,9.426,72.82,0.5,18.67014,713.93,22,17.75,0.05,0,1.5,35.31,26.16,3.25,12.6
6073016613,11.59,1860,"San Diego",15.5,77.3,0.6,0.4,3.8,2.3,92071,-117.0044,32.84562,0.044,10.37,10.34,316.87,0,80.22233,418.16,0,10,0.11,9,0.4,31.88,38.81,3.45,9.1
6061020200,11.58,6146,"Placer ",6.3,88.5,0.4,1.4,0.8,2.6,95631,-120.564,39.08281,0.053,5.763686,0.741,383.61,0.07,3.484085,103.36,15,6,0,2,12,29.78,26.24,2.03,12.2
6029005402,11.58,5094,"Kern ",14.2,74.2,3.1,0.7,4.6,3.2,93555,-117.6877,35.62982,0.057,6.182866,6.559,335.66,0,0.8139245,247.57,6.25,2.5,0.06,0,1,23.2,60.93,2.43,3.1
6067008204,11.58,4495,"Sacramento ",11,82.7,0.8,0.4,2.2,2.9,95662,-121.235,38.67134,0.055,8.697944,7.43,264.43,0,28.78654,933.81,0,10,0.1,0,0,28.99,34.89,2.27,13.2
6059062648,11.57,2774,"Orange ",4.1,85.4,0.6,0.1,8.4,1.2,92637,-117.7379,33.61102,0.048,8.697944,13.523,228.75,0,3385.089,578.85,0,3,0.025,2,1,32.29,27.34,NA,1.3
6061021130,11.57,2641,"Placer ",10.6,73.4,2,0.3,9.7,4,95765,-121.2688,38.80985,0.053,7.859585,13.62,72.22,0,27.99218,292.16,0,0,0,3,0,18.3,28.42,6.67,11.6
6.051e+09,11.57,3463,"Mono ",13,80.5,0.1,2.3,1.4,2.7,93514,-118.5814,37.68884,0.062,1.651081,0.069,465.84,0.64,0.04961221,77,1,5,0,6,21.25,30.85,28.74,5.33,NA
6097151310,11.56,6143,"Sonoma ",16.6,69.4,2.1,0.3,6.7,4.9,94928,-122.6826,38.33928,0.03,6.182866,15.085,550.59,0,137.223,313.07,0,0,0.1,4,0.5,22.86,38.83,3.28,12.3
6059032003,11.56,4852,"Orange ",14.5,75.6,0.4,0.2,6.6,2.7,92691,-117.6672,33.60507,0.05,8.697944,13.08,228.53,0.52,2715.426,430.12,0,13.5,0,0,0,31.07,28.55,4.57,8.2
6037141700,11.54,3091,"Los Angeles",5,83.2,2.3,0,5.8,3.6,90210,-118.4376,34.13799,0.051,11.63,9.733,618.05,0,1117.039,1134.29,0,2.8,0,6,0,40.59,17.4,5.64,8.1
6017030505,11.53,2704,"El Dorado",6.5,87.4,0.9,0.4,2.3,2.5,96150,-119.9584,38.84265,0.053,3.667788,0.428,552.86,0,6.739832,291.37,0,11,0,5,7,27.19,16.4,6.62,12.7
6017031302,11.53,4701,"El Dorado",12.5,82.6,0.1,1.3,0.9,2.6,95726,-120.5987,38.76825,0.055,5.646703,0.694,145.87,0.46,0.3551213,257.19,0,7,0,2,1.25,20.24,34.68,4.82,10.6
6073016807,11.53,7135,"San Diego",18.6,75.2,1.6,0.5,1.7,2.3,92040,-116.9197,32.8364,0.046,11.21,10.258,344.74,0,95.02706,484.09,5,0,0,1,0,26.7,40.23,4.41,8.9
6065043244,11.52,7220,"Riverside ",25.6,53.1,5.4,0.4,11.7,3.8,92563,-117.123,33.54722,0.057,6.182866,9.958,822.81,0,123.1786,437.9,0,1,0.01,6,1,32.3,20.96,4.08,13.6
6059021916,11.52,3529,"Orange ",10.3,67.2,1.3,0.3,17.9,3,92807,-117.7924,33.84077,0.05,11.21,6.229,490.7,0,15292.79,453.48,0,1.5,0,1,0.2,32.96,25.92,4.03,7.7
6073019803,11.52,4465,"San Diego",15.7,69.5,1.3,0.5,9,3.9,92010,-117.3082,33.17533,0.042,9.536303,14.733,478.07,9.29,54.82242,1746.93,0.7,12.5,0.175,2,1,43.92,22.66,4.32,5.3
6073017701,11.52,5275,"San Diego",17.8,75.8,0.6,0.3,2.8,2.8,92024,-117.3061,33.07724,0.042,10.37,12.5,294.92,9.85,65.61588,420.45,0,21,0,4,1,34.65,18.52,4.81,9.3
6037189400,11.52,3448,"Los Angeles",6.2,81.6,3.1,0.2,5,3.8,90068,-118.3211,34.12008,0.051,12.47,8.788,664.07,0,2103.848,NA,0,2.5,0,0,0,37.16,20.87,3.95,10.6
6013356002,11.51,5375,"Contra Costa",14.2,35.9,14.1,0.1,31.3,4.5,94553,-122.1904,37.95446,0.033,8.278764,3.061,65.62,0.2,783.7055,496.34,2,0,0,8,0,21.69,62.97,5.15,4.8
6065044520,11.5,1704,"Riverside ",31.9,63.2,0.8,0.5,1.6,2,92276,-116.3796,33.85302,0.068,7.021225,2.85,545.11,57.45,0.1559673,910.93,0,3.3,0,0,27.6,38.08,17.38,4,NA
6059099235,11.5,4619,"Orange ",16,69.2,0.9,0.3,10,3.6,92646,-117.9845,33.69397,0.044,11.21,9.226,237.82,2.35,8568.271,842.34,0,10,0.17,0,0.4,41.57,19,3.13,6.9
6081608502,11.49,2637,"San Mateo",19,45.8,1.9,0.1,29.1,4.1,94403,-122.2825,37.53173,0.033,9.117123,14.11,395.83,0,193.6926,1680.71,0,39.75,0,2,1,33.78,24.46,5,3.8
6001421900,11.48,3632,"Alameda ",9.1,63.1,8,0.1,13.8,5.8,94702,-122.2896,37.87948,0.03,8.697944,30.94,70.6,0,893.2846,379.24,3.6,40.3,0.51,12,0.5,40.56,54.68,3.34,6.2
6017031402,11.48,5896,"El Dorado",8,85.5,0.4,1.2,1.2,3.8,95684,-120.5344,38.6036,0.055,5.512548,0.477,570.39,0.76,1.299615,104.76,0,0,0,1,12.5,25.04,30.03,4.11,17.4
6073008513,11.46,2691,"San Diego",11.4,75.4,1.5,0.4,8,3.3,92111,-117.1811,32.80341,0.042,9.955483,13.404,228.07,0,145.6852,670.75,0.5,2.5,0.11,10,0,30.87,59.97,4.5,4.5
6073008348,11.46,5259,"San Diego",12.4,29.5,2.4,0.3,49.6,5.7,92126,-117.163,32.91474,0.044,9.536303,9.374,228.07,0,69.87723,923.22,0,0,0.36,0,0,25.39,30.34,4.95,12.7
6111005907,11.46,3635,"Ventura ",5.5,86.5,0.6,0.2,4.3,2.9,91361,-118.8464,34.13763,0.05,9.536303,3.925,459.37,0,120.9348,831.86,0.9,33.55,0,9,0,36.25,16.39,2.84,10.7
6059099416,11.46,4444,"Orange ",17,68.9,1,0.3,8,4.7,92649,-118.0459,33.71889,0.044,11.21,12.349,238.5,0,9867.881,545.21,1.6,3,0,10,0,36.87,25.28,4.8,4.1
6033001100,11.46,3865,"Lake ",7.1,86.8,0.6,1.4,0.9,3.2,95451,-122.7736,38.87095,0.038,4.506147,0.607,280.94,2.5,0.01766389,114.37,1,16.25,5.5,0,1.5,24.65,36.86,2.56,17.1
6037920018,11.46,2277,"Los Angeles",18.4,71,1.3,0.2,6.5,2.7,91350,-118.5295,34.45589,0.062,9.536303,6.976,524.93,0,47.34141,529.86,0,0,0,0,0,24.63,24.17,5.59,7.5
6037463800,11.45,3869,"Los Angeles",13.6,67,3.3,0.2,12.7,3.2,91105,-118.1746,34.13411,0.051,11.21,18.35,621.49,0,2945.954,1995.62,14,0,0,3,0.1,48.39,20.2,6.32,5.4
6075032802,11.44,4047,"San Francisco",3.9,28.6,0.7,0.1,64.3,2.4,94122,-122.4812,37.7531,0.03,8.278764,39.677,171.2,0,203.6054,1354.37,0,0,0,0,0,23.76,18.03,8.86,6.1
6017031404,11.44,2407,"El Dorado",6.6,89.1,0.3,1.2,0.8,1.9,95667,-120.7055,38.69098,0.057,6.73446,1.003,232.32,1.05,2.05143,158.04,7,2,0,0,0,20.22,45.72,4.76,20.5
6073020304,11.43,6061,"San Diego",17.9,71.6,1.1,0.3,6.5,2.6,92026,-117.1308,33.17491,0.048,9.955483,10.903,401.84,8.67,35.75811,1184.98,0,13.5,0,4,6,43.28,21.37,4.23,2.3
6113011203,11.42,2561,"Yolo ",22.6,71.1,0.5,0.8,3.2,1.7,95695,-121.7935,38.65952,0.046,7.021225,4.454,302.34,146.27,46.2594,357.92,0,0,0,0,0,21.17,56.23,6.02,5.6
6071000813,11.42,3449,"San Bernardino",19.8,60.7,3.4,0.2,13.6,2.3,91784,-117.6779,34.14065,0.062,12.47,11.503,409.75,0,2755.141,1565.13,0.4,0,0,1,0,40.23,32.1,0.58,5.2
6013355111,11.42,6343,"Contra Costa",27.8,30,21,0.5,16.1,4.6,94531,-121.7753,37.97824,0.042,7.859585,9.862,82.18,0,256.6999,508.02,0,0,0.05,0,0,16.63,112.95,3.48,13.4
6097152906,11.41,5234,"Sonoma ",19.5,67.8,2.5,1,6.1,3.1,95401,-122.7984,38.47232,0.03,6.182866,10.511,662.04,118.14,35.22603,442.58,0,10,0.01,8,1,33.8,38.63,4.11,4.8
6089011703,11.4,3282,"Shasta ",9.3,82.1,0.5,3.3,1.7,3.1,96019,-122.3699,40.69252,0.042,5.344507,2.552,172.07,0,34.99247,310.35,5,6,0,0,0,13.49,66.28,5.34,9
6013388000,11.37,2576,"Contra Costa",12,47.8,5.4,0.2,27.4,7.1,94530,-122.3022,37.90896,0.03,8.697944,16.226,70.6,0,684.7064,310.03,6,12.5,0.06,11,1.25,32.48,40.54,2.42,8.7
6085506606,11.37,4453,"Santa Clara",21.1,46.9,3.5,0.3,23.6,4.5,95008,-121.9688,37.29021,0.038,10.37,28.67,479.23,0,137.8462,650.17,2,23.75,0.01,1,0,35.53,23.79,3.67,5.8
6083001903,11.36,5764,"Santa Barbara",27.7,68.4,0.6,0.6,1.3,1.5,93463,-120.1379,34.6244,0.038,4.506147,1.174,658.88,13.25,0.1315124,402.93,0,5,0,3,2.5,26.5,26.15,3.6,10.5
6065045117,11.35,3969,"Riverside ",19,75.4,1.3,0.4,2.6,1.4,92260,-116.3757,33.71633,0.065,7.440405,4.238,558.52,0,0.07549921,438.09,4,0,0,0,0,22.38,25.64,6.03,7.5
6003010000,11.34,1175,"Alpine ",7.1,72.5,0,17.9,0.6,1.9,96120,-119.799,38.61761,0.055,2.588724,0.127,645.76,0,1.186142,70.6,0,0.75,0.2,13,11,31.48,18.39,NA,10.7
6083000600,11.34,4629,"Santa Barbara",20.3,72.8,0.9,0.3,3.2,2.5,93103,-119.6891,34.43721,0.04,4.925327,4.087,227.49,0,0.01861257,229.7,7.75,33.15,0.075,4,4,25.54,40.78,5.97,5.8
6081610000,11.34,4531,"San Mateo",24,63,1.8,0.1,7.9,3.2,94062,-122.2412,37.48446,0.033,9.536303,17.8,96.51,0.15,145.9398,466.29,12.8,80.85,0.32,0,0,34.47,27.13,4.75,5.7
6059032047,11.34,3652,"Orange ",20.4,63.4,3.3,0.7,8.2,4.1,92691,-117.6421,33.65755,0.05,8.697944,4.52,361.5,0.13,3889.289,407.11,0,0,0.05,8,2,35.6,17.17,6.07,6.3
6075015700,11.34,7832,"San Francisco",10.5,53,4.8,0.1,26.2,5.3,94118,-122.448,37.77892,0.03,8.697944,67.68,171.2,0,218.6418,602.49,0,21.5,0.75,0,0,32.29,23.2,3.97,11.2
6085508507,11.33,3066,"Santa Clara",14.7,20.3,2.4,0.3,59.3,3,95051,-121.9984,37.35625,0.035,10.37,23.687,258.84,0,242.7832,858.25,0,7,0.025,0,0,29.27,17.72,6.76,5.2
6037573601,11.33,6114,"Los Angeles",20.1,65.9,2.3,0.3,7.1,4.4,90808,-118.1316,33.82629,0.042,11.21,15.389,220.01,0,5545.848,550.67,1.3,4.5,0.075,0,0,32.2,30.62,5.5,4.8
6059063500,11.33,5775,"Orange ",8.5,84.6,0.8,0.2,3.8,2.1,92663,-117.9403,33.62017,0.044,10.37,4.796,266.46,0,4918.111,763.65,1,9.5,0.06,13,12.5,44.05,27.7,3.88,8.2
6075020700,11.31,5171,"San Francisco",18.2,64.9,1.9,0.2,10.8,4,94110,-122.4236,37.75917,0.03,8.697944,64.904,171.2,0,213.4873,379.56,0,10.3,0.285,0,0,27.44,57.85,4.13,4.1
6085508404,11.31,6023,"Santa Clara",8.2,48.6,1.8,0.1,36.8,4.5,94087,-122.0416,37.36461,0.035,10.37,22.67,453.98,0,247.4541,627.87,7.7,36.25,0.275,0,0,39.49,16.43,5.07,4.1
6075013400,11.29,3599,"San Francisco",5.1,79.4,1.5,0.1,10.3,3.6,94115,-122.4408,37.78985,0.03,8.697944,67.68,171.2,0,225.2115,749.91,0.2,5.25,0.105,10,0,34,64.21,3.46,3.3
6093000800,11.28,3412,"Siskiyou ",5.3,81.7,0.3,5.9,0.7,6,96031,-123.011,41.32755,0.042,4.445646,0.262,168.01,0.38,0.005520198,43.87,4,14.6,0,8,26,25.38,30.82,NA,12.5
6073001900,11.27,2939,"San Diego",16.6,74.1,2.9,0.3,3.3,2.7,92116,-117.1196,32.76967,0.042,10.37,27.973,228.07,0,183.0052,3486.53,1,0,0.01,7,0,37.14,38.84,4.98,3.5
6097153703,11.27,3490,"Sonoma ",7.7,85.8,0.4,0.8,1.4,4,95446,-123.0055,38.47592,0.033,7.136169,0.686,588.73,5.67,23.22197,228.09,0,12,0,6,4.5,27.85,31.7,0.88,14.3
6061021109,11.26,5012,"Placer ",8.3,78.3,1.7,0.5,7.8,3.4,95677,-121.219,38.78155,0.053,7.859585,8.79,72.22,0.04,21.83452,1280.4,0.2,3.75,0.125,0,2.5,30.45,44.67,4.26,8.1
6073013601,11.25,5053,"San Diego",20.8,63.2,7.4,0.4,3.8,4.4,91941,-116.9758,32.75379,0.044,11.21,8.901,314.14,0,124.2813,629.59,0,2,0,0,0,23.53,44.91,4.88,9.5
6073009103,11.25,3679,"San Diego",11.7,78.6,1.4,0.1,4.9,3.4,92110,-117.1956,32.7878,0.042,10.37,14.99,228.07,0,152.4887,1578.26,0,13.2,0,10,0.1,35.11,28.83,3.54,10.4
6059099244,11.25,3730,"Orange ",7.3,82.9,0.6,0.2,6.7,2.2,92646,-117.9755,33.66496,0.044,10.79,9.119,238.5,0,6303.589,518.21,0.2,6.5,0,0,6,33.07,29.26,5.36,2.4
6085506701,11.24,3954,"Santa Clara",12.1,58.9,2.1,0.2,22.8,4,95008,-121.9793,37.27064,0.038,10.37,21.542,479.23,0.4,129.3321,1160.64,0,4,0,1,0,33.75,24.67,6.79,5.1
6079010503,11.23,5339,"San Luis Obispo",15.7,78.9,0.4,0.4,2.2,2.4,93442,-120.8585,35.39503,0.035,NA,1.49,531.48,74.86,6.556919,307.28,3.3,10.35,0.05,5,0,30.11,29.7,2.78,7.5
6085507807,11.23,3219,"Santa Clara",2.1,18.6,0.2,0.3,76,2.8,95014,-122.0406,37.31241,0.035,10.37,8.573,550.81,0,427.2538,1041.35,27.75,22.5,0.135,0,0,39.95,10.61,5.1,5.2
6085506101,11.23,4615,"Santa Clara",14.5,52.5,1.6,0.2,27,4.1,95051,-121.9846,37.33415,0.035,10.37,23.372,179.53,0,209.4599,819.57,6.55,9.6,0.07,2,0,34.14,25.15,3.23,10.2
6055200706,11.23,3283,"Napa ",22.1,70.7,0.8,0.7,3.2,2.6,94558,-122.3302,38.33077,0.035,7.859585,11.346,594.02,53.05,777.1154,208.15,0,0,0,0,0,25.37,43.97,5.73,4.3
6073020024,11.22,4175,"San Diego",36.4,55.4,1.6,0.4,4.6,1.7,92069,-117.1247,33.14714,0.048,10.37,16.4,230.75,0,38.2738,330.83,1.75,1.5,0.01,4,0,26.74,19.18,5.33,7
6075035202,11.22,4322,"San Francisco",8.8,43.6,1.7,0.3,42.2,3.4,94122,-122.5061,37.7614,0.03,7.859585,35.01,171.2,0,200.6776,342.3,3,0,0,10,0,24.99,24.56,4.58,3.2
6073018802,11.22,8122,"San Diego",12.6,81.4,0.7,0.3,3,2,92028,-117.1999,33.33372,0.048,7.859585,5.349,223.85,2.35,53.68796,808.86,0,25.75,0,6,0,31.85,29.58,3.95,10.1
6055201700,11.21,5373,"Napa ",17.8,68,2.9,0.4,7.5,3.4,94508,-122.4283,38.55496,0.035,6.478947,1.393,741.4,10.61,57.59276,142.25,0,0.3,0.1,5,13,31.72,25.9,5.56,6.2
6059021921,11.2,4496,"Orange ",11.7,62.5,1.3,0.2,21.2,3,92808,-117.7544,33.85496,0.051,11.63,11.19,291.13,0,10257.96,1497.72,0,0,0,1,0,37.09,21.17,6.25,4
6075047702,11.2,3824,"San Francisco",4.8,38.2,1.6,0.2,51.4,3.7,94121,-122.4838,37.77446,0.03,7.859585,39.92,171.2,0,222.5521,689.25,1,0,0,10,0,27.79,23.94,4.07,5.3
6037194300,11.2,3029,"Los Angeles",5.3,85.9,2.1,0.1,3.9,2.7,90069,-118.3875,34.10167,0.05,12.05,9.689,769.81,0,1469.541,1293.73,4.4,3.5,0.125,0,0,46.05,12.38,4.47,10.4
6059052526,11.2,4355,"Orange ",13.5,42.8,1.7,0.2,37.9,4,92604,-117.7841,33.70116,0.048,9.536303,22.554,376.93,0,14374,1659.31,0,0,0,0,0,37.35,25.39,3.59,7.3
6085512031,11.16,4406,"Santa Clara",26.2,52.5,2,0.6,14.3,4.5,95123,-121.8103,37.23155,0.038,10.37,8.083,706.93,0,57.70047,344.36,0,1.5,0.05,0,0,22.94,36.57,6.43,7.9
6037137302,11.16,4338,"Los Angeles",7.7,78.5,1.8,0,7.8,4.1,91367,-118.6542,34.17735,0.055,10.37,3.485,614.62,0.09,368.3688,727.73,0,0.75,0,0,0,31.15,33.41,5.2,6.6
6041106002,11.16,5625,"Marin ",20.3,66.5,2.6,0.3,7.2,3.1,94903,-122.5028,38.00557,0.03,7.440405,7.102,215.14,0,307.7156,1135.2,0,2.1,0.01,12,2.5,27.72,36.4,4.37,4
