"Census.Tract","CES.3.0.Score","Total.Population","California.County","Hispanic....","White....","African.American....","Native.American....","Asian.American....","Other....","ZIP","Longitude","Latitude","Ozone","PM2.5","Diesel.PM","Drinking.Water","Pesticides","Tox..Release","Traffic","Cleanup.Sites","Groundwater.Threats","Haz..Waste","Imp..Water.Bodies","Solid.Waste","Pollution.Burden","Asthma","Low.Birth.Weight","Poverty","Unemployment"
6113010402,12.01,3832,"Yolo ",17.8,44.2,8.4,0.3,23.6,5.8,95691,-121.5653106,38.5075686,0.046,9.1171234,6.144,362.26,38.08,58.63955639,255.27,1,2.5,0,11,0,30.92,60.14,3.3,5.4,4.6
6055201007,12.01,4089,"Napa ",32,26.1,7.1,0.3,29.7,4.8,94503,-122.2596823,38.1608327,0.035,7.85958451,9.776,577,0,1395.41216,306.84,0,0,0,3,0,21.79,47.01,4.89,26.2,9.7
6085506204,12.01,6064,"Santa Clara",13,36.7,1.5,0.2,45.5,3.2,95129,-121.9864204,37.3136592,0.035,10.37,20.687,479.23,0,198.6328289,1480.7,5.25,9,0.285,2,0,41.37,19.3,2.6,19.2,4.7
6085513000,12,8215,"Santa Clara",11,43.4,4.7,0.5,33.6,6.8,94305,-122.1617917,37.4288379,0.033,9.53630303,19.992,196.31,0,182.3639783,579.4,10.95,26.75,0.225,0,2,36.34,3.63,2.31,49.8,6.1
6087121300,12,4144,"Santa Cruz",26.7,65.7,1.3,0.4,3.4,2.5,95065,-121.9775807,36.9968265,0.035,8.27876414,4.743,441.58,0,27.14039639,1370,0,10,0.1,4,0,27.47,17.08,6.21,21.6,4.1
6037910808,12,3537,"Los Angeles",27.9,61.9,2,0.3,5.4,2.5,91387,-118.395844,34.4620693,0.06,9.1171234,3.32,569.66,0,17.7051237,718.88,0,0,0,2,0,25.77,36.06,3.14,10.5,8.1
6081608200,11.99,3614,"San Mateo",8.7,44.2,1.7,0.1,40.7,4.6,94404,-122.2583149,37.5669749,0.033,8.69794377,11.98,92.92,0,217.8366809,1035.4,3.5,0,0.075,9,0.2,28.6,22.07,6.61,10.2,7.4
6085502902,11.98,7200,"Santa Clara",17.6,65.3,1.3,0.2,10.8,4.7,95124,-121.9156579,37.273586,0.038,10.37,14.61,479.23,0,93.32969964,633.75,12,3,0.2,0,0,32.96,25.08,5.23,13.3,8.2
6055202000,11.98,5155,"Napa ",49.4,47.7,0.4,0.3,0.9,1.3,94515,-122.5826961,38.5814083,0.033,6.9187752,3.803,432.92,22.35,50.17811126,364.06,0,0,0,3,0,19.67,33.62,5.25,40.1,1.7
6059042113,11.97,4364,"Orange ",10.6,82.8,0.4,0.7,3.2,2.3,92672,-117.6066076,33.4308537,0.048,8.69794377,7.591,315.22,0,761.6240112,2053.27,0,2.5,1.05,3,3,41.78,25.7,2.54,21.1,4.7
6071000804,11.97,3255,"San Bernardino",18.2,70.1,1.6,0.2,8.1,2,91784,-117.6586491,34.1545422,0.062,11.63,13.244,506.7,0,2517.977293,86.16,2,0,0,1,0,33.83,30.26,5.11,13.2,4.4
6037480202,11.96,2534,"Los Angeles",24.3,33.1,0.5,0,39.5,2.6,91775,-118.0972871,34.1089102,0.051,11.21,15.284,701.93,7.24,4384.004365,820.73,12,25.4,0,0,3,57.41,17,4.08,15.7,5.4
6075031301,11.96,3826,"San Francisco",7.5,21.8,18,0.1,48.7,3.9,94132,-122.4678672,37.7193263,0.03,8.27876414,34.125,171.2,0,131.203777,816.07,0,2,0.05,0,0,23.24,27.47,4.52,28.2,9.7
6059063101,11.95,2733,"Orange ",19.6,66.9,1.8,0.5,8,3.3,92707,-117.8817709,33.6625305,0.044,10.37,11.668,447.35,0.22,9669.131453,1724.18,17.1,19.7,0.05,16,4.6,59.11,20.49,2.15,25.9,4.3
6001450502,11.94,4185,"Alameda ",10,60.3,3.2,0.2,21.2,5.2,94552,-121.9692968,37.714448,0.038,8.69794377,23.691,361.46,0.02,342.3268865,2838.14,7,11.8,0.1,0,0,40.02,28.73,4.45,4.9,6.9
6061023700,11.93,3347,"Placer ",3.2,92.2,0.6,0.3,3,0.7,95648,-121.282875,38.8721495,0.053,8.27876414,8.989,332.62,0,28.42189189,542.32,0.25,11.55,0,0,0,23.29,36.35,NA,14.5,17.2
6019005912,11.93,3280,"Fresno ",16.7,72,0.4,0.8,7.7,2.4,93619,-119.628777,36.820846,0.065,15.4,8.806,722.57,656.31,1479.808625,191.79,1.4,0,0.05,0,0,47.01,21.52,4.83,12.6,4
6089010803,11.9,4908,"Shasta ",7.6,81.9,1,1.2,4.9,3.4,96003,-122.3564969,40.6025623,0.042,6.18286598,10.485,280.07,0,18.53030786,715.39,3,0,0,1,0.5,19.94,54.34,4.17,43,5.5
6097153809,11.9,4336,"Sonoma ",28.8,63.1,0.7,1.4,3.1,3,95403,-122.7812918,38.5331527,0.033,8.20107274,12.219,626.41,76.78,32.85554111,544.44,17.25,5.25,0.125,2,1,39.8,28.01,3.08,24.2,8.4
6073008351,11.89,4261,"San Diego",13.9,28.6,4.4,0.3,48.1,4.7,92126,-117.1501108,32.9071751,0.044,9.53630303,14.545,228.07,0,73.91061975,815.77,0,0,0,0,0,21.79,35,4.68,26.8,9.1
6071008703,11.89,7745,"San Bernardino",15.4,78.2,1.5,0.5,2.3,2.2,92399,-116.9746005,34.0414168,0.068,8.27876414,1.386,656.24,2.99,157.3297266,175.1,0,0,0,1,0.25,28.66,38.97,4.59,10,7.2
6059011717,11.89,2746,"Orange ",19.7,66.9,1.5,0.1,8.3,3.6,92870,-117.8494835,33.9029233,0.05,11.21,15.12,622.08,515.22,12003.03537,635.19,0,0,0.01,0,0,45.63,25.25,2.9,10.6,6.2
6089010805,11.88,5006,"Shasta ",7.6,86,0.8,1.1,2,2.5,96003,-122.3138239,40.5793577,0.042,6.18286598,7.656,265.94,0.15,17.15382749,366.72,0,0,0.3,0,8.2,23.71,51.42,4.42,35.4,7.3
6037101122,11.88,3664,"Los Angeles",15.7,66.5,0.7,0.1,13.5,3.4,91042,-118.2901465,34.2677213,0.055,11.21,3.374,616.7,0,841.9631395,138.75,0,0,0,0,0,26.74,35.97,5.05,7.5,8.2
6041110100,11.86,5849,"Marin ",16.5,71.8,2.1,0.1,6.2,3.3,94901,-122.5104108,37.9844553,0.03,7.44040487,7.211,215.14,0,338.1301678,1369.31,19.65,38.5,0.02,11,1,37.33,35.11,2.68,17.1,2.8
6087121800,11.85,4796,"Santa Cruz",14.6,77.5,0.9,0.3,3.6,3.2,95010,-121.9458186,36.9784081,0.035,7.85958451,12.95,371.61,0.71,28.07066301,971.66,1,25,0.01,4,0,31.92,40.68,4.63,23.3,1.4
6073009602,11.85,3775,"San Diego",14.3,71.9,2.4,0.4,7.6,3.4,92120,-117.0846348,32.7987225,0.044,9.95548266,18.948,228.07,0.02,131.8352003,421.91,11,11,0.5,7,0.25,40.02,37.04,4.2,10.8,4.2
6079011101,11.85,3592,"San Luis Obispo",15.5,75.8,1.4,0.4,3.5,3.4,93401,-120.6622738,35.2804281,0.035,7.62413614,7.257,135.16,0,9.509083191,771.83,34.5,64.8,0.05,5,1,31.55,30.83,2.78,49,7.1
6083002922,11.85,8839,"Santa Barbara",22.4,50.8,3.1,0.2,18.7,4.8,93117,-119.8567703,34.4197213,0.04,4.50614746,3.7,159.98,0.09,0.006458161,600.28,45.5,97.25,1.275,8,0,34.31,14.93,2.69,21.4,17
6079010602,11.84,3836,"San Luis Obispo",14,80.2,0.4,0.7,2.6,2.1,93442,-120.8347297,35.3575843,0.035,NA,2.447,545.98,0.08,7.062906609,388.24,2.65,1.5,0.225,6,0,25.26,29.7,5.41,32.1,6.6
6065042208,11.83,2378,"Riverside ",17.4,71.6,3.5,0.2,4.8,2.5,92506,-117.3455477,33.9416673,0.065,12.47,14.746,960.39,0,1811.412121,803.12,2,0,0,0,0,44.57,38.45,3.57,6.8,8.8
6073013606,11.83,6386,"San Diego",16.7,65.6,6.1,0.2,6,5.3,92019,-116.9434877,32.7472342,0.046,11.21,6.241,299.45,4.55,144.9232125,765.43,0,3.5,0,0,0.5,32,25.7,2.63,26.3,8.6
6073000201,11.82,1801,"San Diego",10.1,81,1.6,0.5,4.4,2.4,92103,-117.1733775,32.7540028,0.04,10.37,33.027,228.07,0,190.5001344,424.85,0,10,0.06,7,2,36.87,48.18,3.31,18.2,4.4
6001450750,11.82,3618,"Alameda ",11.5,40.8,7.8,0.2,33.1,6.6,94568,-121.8611155,37.7053403,0.038,8.69794377,41.1,168.15,0,217.0139567,2571.12,0,0,0,2,0,29.63,31.79,4.01,17.2,3.2
6065045122,11.82,1427,"Riverside ",4.3,90.3,1.1,1,1.8,1.5,92210,-116.3216036,33.7187828,0.065,7.85958451,7.194,558.52,12.61,0.10989851,647.59,0,0,0,7,0,33.7,16.56,NA,22.2,8.5
6097153403,11.82,3840,"Sonoma ",8.9,85.1,0.7,0.7,1.9,2.7,95472,-122.7996795,38.3806559,0.03,6.18286598,4.855,718.44,6.42,77.79387917,608.74,0,43.5,0,6,7,37.85,39.93,2.96,28.5,6.5
6075011902,11.81,2598,"San Francisco",12.2,54.5,2.1,0.3,27.4,3.5,94108,-122.4098067,37.7909959,0.03,8.69794377,106.3,171.2,0,254.0436916,547.93,0.9,2.6,1.04,10,0,35.05,30.37,2.94,35.4,3.3
6007000601,11.81,3304,"Butte ",12.2,79.6,0.9,0.8,3.1,3.3,95926,-121.864319,39.744651,0.048,9.53630303,12.28,269.83,1.03,9.117443933,412.69,2.2,12,0,0,0,27.89,48.16,3.38,29.4,4.1
6089010704,11.81,4362,"Shasta ",8.2,82.6,1,2.1,2,4,96003,-122.3934125,40.6148623,0.042,6.18286598,10.321,210.01,0,16.74274773,440.86,0.8,2,0.02,1,0,14.9,54.34,7.39,59.3,11.7
6085503325,11.81,4448,"Santa Clara",31,9.7,3,0.1,54.5,1.7,95148,-121.7889643,37.3206847,0.038,10.37,7.043,407.4,0,136.473788,481.12,0.7,17.25,0,0,0,23.66,27.55,6.39,17.1,4.5
6037577300,11.8,5547,"Los Angeles",14.7,74.2,2.2,0.3,5.5,3.1,90803,-118.1387992,33.7556821,0.042,11.21,13.13,220.01,0,8753.127474,593.28,0,6,0,6,0,34.11,28.26,2.63,23.6,8.8
6013345202,11.8,7816,"Contra Costa",9.7,61.6,3.3,0.2,20.3,5,94583,-121.982097,37.7679943,0.038,8.27876414,14.198,92.92,0.02,389.0612987,1754.35,8.75,7,0.21,0,0,33.27,36.67,4.16,6.7,7.4
6113010513,11.8,2817,"Yolo ",11.4,65.8,1.3,0.3,17.3,3.9,95616,-121.783716,38.5499958,0.044,7.85958451,4.182,852.17,174.05,47.32538674,177.46,0,0,0,0,0,25.25,23.36,2.96,44.9,8.4
6059021923,11.79,6643,"Orange ",14.6,57.1,2,0.2,22,4,92808,-117.7320838,33.8373291,0.051,11.63,6.993,630,0,10502.03753,867.58,0,0,0,1,0,37.56,18.79,6.61,8.8,4.7
6095252913,11.79,4910,"Solano ",19.7,57.8,8.6,0.1,8.1,5.6,95687,-121.9655186,38.3258768,0.042,7.85958451,13.801,242.15,0,499.3477607,507.57,0,1,0.01,0,0.5,21.21,68.57,5.48,11,8.9
6017030804,11.79,6377,"El Dorado",8.9,84.2,0.6,2,1.5,2.9,95682,-120.937104,38.6377284,0.055,8.69794377,1.439,178.58,0.13,12.69624388,573.22,1,6,0.2,1,0,27.56,33.59,3.46,29.4,11
6059062604,11.79,15174,"Orange ",6.1,57.7,0.7,0.1,31.4,4,92651,-117.7988845,33.585416,0.048,9.1171234,7.212,413.5,0,4840.214421,1188.76,4,16,0.25,9,6,51.44,16.95,4.38,12.2,6.1
6073020405,11.78,3412,"San Diego",10.8,79.7,0.5,0.1,6.6,2.3,92029,-117.0871019,33.0829769,0.048,10.37,13.095,613.91,0,24.08647708,1816.55,25.9,15.5,0,10,1,48.41,20.23,5.3,10.2,3.6
6085505500,11.77,3911,"Santa Clara",20.6,52.5,2.1,0.3,20.5,4,95050,-121.9620692,37.347132,0.035,10.37,23.68,179.53,0,182.7081427,620.8,1,20.25,0.025,2,0,31.18,35.9,3.42,19.7,4.8
6013322000,11.77,6085,"Contra Costa",11.3,70.2,1.4,0.2,13,3.9,94523,-122.0766292,37.9619967,0.038,7.85958451,19.47,74.06,0,876.4366578,439.22,0.9,34.75,0.1,2,0,29.29,43.14,4.15,22,10.3
6059042311,11.77,5996,"Orange ",18.9,74.5,0.4,0.4,3.8,2,92675,-117.6810904,33.4940632,0.048,8.69794377,11.943,442.76,0.04,1485.167143,543.23,2.6,9,0.035,11,6,44.68,22.2,3.03,17,8.9
6061022013,11.77,2934,"Placer ",5.4,89.5,0.3,1.3,0.6,2.8,95701,-120.7181379,39.2241768,0.055,6.18286598,2.694,500.28,1.08,0.00435496,404.84,2,15.35,0.1,3,12.5,37.55,15.07,5.47,26.5,9.8
6065045120,11.77,4580,"Riverside ",51.2,43.9,1.9,0.2,1.2,1.5,92253,-116.3048264,33.6834927,0.062,7.85958451,4.36,558.52,0,0.114173722,334.03,4,0,0,0,0,21.42,30.7,3.73,52.9,7.4
6085508001,11.77,7377,"Santa Clara",3.5,28.9,0.6,0.1,63.4,3.6,95014,-122.0226572,37.3166376,0.035,10.37,17.206,551.27,0,317.2636294,556.57,26.5,15,0.45,0,0,39.69,10.11,4.38,11.4,5.7
6085508401,11.76,6834,"Santa Clara",8.2,47,1.1,0.1,38.9,4.8,94087,-122.0562245,37.3626565,0.035,10.37,23.235,543.42,0,230.7069456,1094.26,0.1,9.25,0.05,4,0,37.55,14.63,5.61,7.4,4.2
6083003005,11.76,4999,"Santa Barbara",41.8,48.4,1.3,0.3,5.7,2.5,93110,-119.784079,34.4366709,0.04,4.50614746,8.885,179.52,0.95,0.00938386,1130.22,0,10.5,0.01,5,4.5,29.3,30.73,4.86,29.6,6.2
6075010200,11.75,4143,"San Francisco",5.1,81.1,0.6,0.1,10.2,3,94109,-122.4229252,37.8058607,0.03,8.69794377,73.97,309.86,0,258.7710207,708.87,12.75,16.35,0.295,11,0,44.43,43.16,4.42,12.1,2.8
6059062649,11.75,3257,"Orange ",9.2,80.5,1.2,0.1,7.6,1.4,92651,-117.7535469,33.6016816,0.048,8.69794377,7.348,423.31,0,3617.666333,827.47,0,0,0.05,2,0.2,31.91,15.6,4.08,23,12.7
6071011204,11.74,1271,"San Bernardino",14.9,80.9,0.5,0.2,1.6,2,92314,-116.8619415,34.2352744,0.068,7.85958451,0.596,321.53,0,12.90547912,NA,0,0,0,4,1.25,23.95,32.64,NA,31.8,4.3
6001450501,11.74,3129,"Alameda ",11.9,64.9,3,0.3,14.8,5.1,94568,-121.9419571,37.7068544,0.038,8.69794377,39.727,168.15,0,339.0208425,629.64,7,17.05,0.1,0,0,34.1,31.79,4.2,10.8,4.1
6111005911,11.74,3854,"Ventura ",11.3,77.4,1.4,0.2,6.7,3.1,91361,-118.8899584,34.1696864,0.048,9.53630303,7.621,364.02,0.07,98.12262426,1927.26,1,0,0,11,0,35.24,16.79,4.06,20,13.9
6017030704,11.73,5961,"El Dorado",11.3,73.4,1.3,0.5,9.9,3.7,95682,-120.9950293,38.5829792,0.053,8.69794377,1.086,210.73,0.09,16.57172518,443.34,21.25,15,0.6,4,3,39.71,21.93,4.03,17.9,11.3
6097153704,11.72,3728,"Sonoma ",12.8,80.3,0.8,1,1.2,4,95446,-123.0092064,38.533659,0.033,5.95965974,0.363,384.35,13.76,14.48689868,258.5,0,7,0,5,4.25,24.09,45.36,3.94,37.1,12.6
6001404102,11.72,2283,"Alameda ",6.5,67.5,8,0.2,13.4,4.4,94611,-122.2510667,37.8260219,0.03,8.69794377,54.34,70.6,0,391.1998137,421.88,9,40.75,0,0,0,29.8,34.14,3.75,19.7,8.3
6001403800,11.72,3461,"Alameda ",8.4,62.9,9.7,0.2,13.5,5.4,94610,-122.2416233,37.8148343,0.03,8.69794377,54.34,70.6,0,373.1609215,945.68,0,20,0,2,0,30.52,56.26,4.75,12.7,5
6073013505,11.72,4725,"San Diego",24,55.2,11,0.5,4.6,4.8,91978,-116.9642155,32.7373196,0.044,11.63,8.39,352.21,0,139.0584583,724.75,0,0.2,0.1,0,0,26.87,29.61,4.81,27.9,12.6
6085503323,11.71,4688,"Santa Clara",32.2,12.4,3.6,0,49.3,2.5,95148,-121.7916431,37.3336993,0.038,10.37,7.773,407.4,0.01,154.5850277,326.76,0,0,0,0,0,18.43,30.66,6.95,18.1,10.4
6111005401,11.7,4073,"Ventura ",25.8,63.9,1.4,0.2,6.1,2.7,93010,-119.0320318,34.2331848,0.046,9.53630303,11.642,582.69,45.54,83.65991898,341.69,0,0,0.01,0,0,29.02,35.51,3.89,13.2,7.3
6037701501,11.69,4986,"Los Angeles",7.5,78,2.5,0.2,8.2,3.6,90403,-118.4904213,34.0281567,0.046,12.05,20.45,307.71,0,1117.87214,972.76,0.7,1.3,0.16,5,0,42.58,24.72,3.54,17.4,8.3
6001441925,11.69,6159,"Alameda ",8.3,21.7,4.4,0.2,59.1,6.2,94538,-121.9630732,37.5500775,0.035,9.1171234,17.009,83.53,0,122.0809767,474.21,6.3,4,0.035,0,0,21.92,59.75,5.33,8.4,4.5
6037910209,11.68,4397,"Los Angeles",29.5,48.3,11.3,0.5,7.4,3.1,93551,-118.1984139,34.6069598,0.062,6.18286598,3.721,845.09,0,10.93547611,551.25,0,0,0,0,0,23.59,43.18,3.57,16.1,8.6
6037269500,11.68,4043,"Los Angeles",3.9,86.3,1.5,0,5.6,2.7,90034,-118.3938372,34.0434085,0.046,12.05,25.448,587.51,0,1654.39523,1038.27,1.25,7.75,0.05,0,0,44.75,27.03,4.15,7.1,5.2
6027000100,11.68,2757,"Inyo ",18.6,77.2,0.1,1,1.7,1.3,93514,-118.2425011,37.3448259,0.062,4.50614746,0.162,620.13,0,0.002601675,158.99,0,3,0.01,0,0.7,19.64,51.43,5.1,21.2,5.1
6037621324,11.68,3842,"Los Angeles",11.5,71.2,2.8,0.2,10.5,3.8,90277,-118.3900604,33.8340991,0.044,12.05,13.925,237.22,0,5886.031811,866.16,0,0,0.1,8,0,39.7,26.64,4.66,18.6,4.2
6067005702,11.67,4795,"Sacramento ",6.4,85.1,1,0.3,4.2,3,95864,-121.3743962,38.5863007,0.051,9.53630303,9.839,804.78,0,199.9254735,916.83,0,15,0.025,7,0,41.12,46.74,2.69,10.5,7.2
6073021202,11.66,3156,"San Diego",17.5,68,1.2,9.1,1.7,2.5,91901,-116.647342,32.8244867,0.051,12.47,0.617,896.47,0,48.20498425,209.59,0,4,0,6,6,37.5,23.81,3.9,29.9,8.7
6075047701,11.65,4334,"San Francisco",6.8,36.9,1.9,0.2,50.1,4.1,94121,-122.4840627,37.7782506,0.03,7.85958451,39.92,171.2,0,224.6415204,488.42,1.4,0,0,10,0,26.16,23.94,4.66,25.6,5.7
6087121700,11.65,7458,"Santa Cruz",25.9,63.6,1.4,0.3,5.4,3.3,95010,-121.9654587,36.974907,0.035,7.85958451,12.95,445.46,0.17,25.5113339,721.92,1.2,23.5,0.05,7,0,32.83,34.81,2.84,26.8,8.5
6085512001,11.65,6774,"Santa Clara",23.4,27.5,3.4,0.3,42.2,3.2,95138,-121.7683503,37.2569417,0.038,10.37,7.835,573.01,0,73.18863847,2179.1,22.8,2.5,4.05,2,0,41.02,23.62,4.1,9.9,8.1
6001442200,11.65,6875,"Alameda ",6.1,26.2,1.4,0.1,63.6,2.6,94539,-121.9421767,37.5345605,0.035,9.53630303,27.455,279.92,0.03,127.0993245,1414.17,33.7,17,2.55,0,0,44.43,20.59,4.24,7.7,5.7
6113010607,11.65,4095,"Yolo ",11.4,66.6,2.3,0.3,15,4.5,95618,-121.7025621,38.5403403,0.044,8.27876414,5.574,862.08,52.14,46.06212902,942.71,24.5,15.6,0.05,2,2.5,48.3,23.31,4.23,20.5,6
6053014105,11.63,2688,"Monterey ",22.4,50.5,8.9,0.7,9.7,7.7,93933,-121.7650077,36.6605317,0.035,5.34450672,2.776,542.29,1848.19,0.592709425,205.23,12,31.5,0.125,14,5.5,42.68,19.1,1.89,40.5,4.3
6093001200,11.62,1409,"Siskiyou ",6.2,89.4,0.6,1.1,0.4,2.3,35,-121.8260568,41.4116025,0.044,4.87560662,0.12,242.19,0.77,0.0843,87.54,0,8,0,0,8,18.78,30.62,NA,39.1,14
6059099408,11.62,4332,"Orange ",13.4,70.8,0.8,0.2,11.6,3.2,92649,-118.0371737,33.7226068,0.044,11.21,8.156,237.1,0,10360.35973,580.28,11.75,4.5,0.17,3,0,40.09,25.28,3.51,17.7,7.8
6097153804,11.62,3239,"Sonoma ",26.9,65.8,0.7,0.6,3.4,2.6,95492,-122.8126591,38.5565372,0.033,9.15382387,11.837,394.69,16.63,30.42747568,568.2,0,10,0.5,2,0.5,34.15,34.9,4.98,15.5,3.4
6073015501,11.62,4955,"San Diego",16.1,78.2,0.9,0.8,1.8,2.3,92021,-116.8631385,32.8179291,0.048,11.21,3.735,349.69,0.25,96.35748606,604.02,0,6.5,0.05,1,0,30.87,47,4.08,27.1,5.4
6075010900,11.62,4320,"San Francisco",6.2,67.6,0.9,0.1,22.1,3.2,94109,-122.4205531,37.7980418,0.03,8.69794377,73.97,171.2,0,250.3483254,628.54,3.9,4.6,0.21,11,0,36.74,49.17,3.92,16.2,2
6013335000,11.62,3358,"Contra Costa",26.8,59.7,2,0.4,7.3,3.9,94518,-122.0202412,37.9690383,0.038,7.85958451,15.21,76.79,0,953.7128218,687.2,4,8,0,1,0,25.59,46.53,3.72,25.4,8
6037264000,11.62,3358,"Los Angeles",4,87.2,0.6,0.1,4.4,3.6,90049,-118.4815022,34.0545499,0.046,11.63,6.575,585.9,0,1148.589403,746.56,0,3,0.1,2,0,36.45,14.56,6.57,10,5.8
6013334001,11.61,3749,"Contra Costa",20.4,61.3,2.9,0.5,9.4,5.5,94521,-122.0017551,37.9631631,0.038,7.85958451,13.191,76.79,0,895.2799215,598.25,0,21,0,0,0,22.5,40.98,4.88,20.3,9.6
6073020807,11.61,2599,"San Diego",18.3,77.9,0.3,0.8,0.9,1.8,92065,-116.8231087,33.072914,0.05,9.95548266,0.662,1020.97,0.23,4.884902179,233.61,0,4,0,6,6,35.08,25.09,3.73,18.3,8.5
6013333101,11.59,4091,"Contra Costa",20,61.2,2.4,0.5,11.3,4.5,94521,-121.9701205,37.9649061,0.038,7.85958451,7.856,76.79,0,795.9299159,568.17,12,1.5,0,2,0,22.72,59.66,2.26,27,6.7
6085509106,11.59,4171,"Santa Clara",26.1,34.3,2.3,0.2,34,3.1,94086,-122.0504683,37.378603,0.035,10.37,22.67,541.43,0,248.0073531,626.7,9.95,37.55,0.575,0,0,41.79,19.63,3.04,15.2,6.5
6061021203,11.59,6536,"Placer ",8.7,83.3,0.5,0.8,2.9,3.7,95650,-121.1999804,38.8271204,0.053,7.85958451,9.426,72.82,0.5,18.67013786,713.93,22,17.75,0.05,0,1.5,35.31,26.16,3.25,12.9,12.6
6073016613,11.59,1860,"San Diego",15.5,77.3,0.6,0.4,3.8,2.3,92071,-117.0043675,32.8456215,0.044,10.37,10.34,316.87,0,80.22233428,418.16,0,10,0.11,9,0.4,31.88,38.81,3.45,17.2,9.1
6061020200,11.58,6146,"Placer ",6.3,88.5,0.4,1.4,0.8,2.6,95631,-120.5640417,39.0828051,0.053,5.76368635,0.741,383.61,0.07,3.484085415,103.36,15,6,0,2,12,29.78,26.24,2.03,25.9,12.2
6029005402,11.58,5094,"Kern ",14.2,74.2,3.1,0.7,4.6,3.2,93555,-117.6877306,35.6298168,0.057,6.18286598,6.559,335.66,0,0.813924547,247.57,6.25,2.5,0.06,0,1,23.2,60.93,2.43,27,3.1
6067008204,11.58,4495,"Sacramento ",11,82.7,0.8,0.4,2.2,2.9,95662,-121.2349624,38.6713445,0.055,8.69794377,7.43,264.43,0,28.78654062,933.81,0,10,0.1,0,0,28.99,34.89,2.27,20.9,13.2
6059062648,11.57,2774,"Orange ",4.1,85.4,0.6,0.1,8.4,1.2,92637,-117.7378821,33.6110236,0.048,8.69794377,13.523,228.75,0,3385.089123,578.85,0,3,0.025,2,1,32.29,27.34,NA,23.6,1.3
6061021130,11.57,2641,"Placer ",10.6,73.4,2,0.3,9.7,4,95765,-121.2687886,38.8098522,0.053,7.85958451,13.62,72.22,0,27.99217883,292.16,0,0,0,3,0,18.3,28.42,6.67,39.8,11.6
6051000101,11.57,3463,"Mono ",13,80.5,0.1,2.3,1.4,2.7,93514,-118.5813604,37.6888353,0.062,1.65108149,0.069,465.84,0.64,0.049612209,77,1,5,0,6,21.25,30.85,28.74,5.33,32.1,NA
6097151310,11.56,6143,"Sonoma ",16.6,69.4,2.1,0.3,6.7,4.9,94928,-122.6825544,38.3392841,0.03,6.18286598,15.085,550.59,0,137.2230079,313.07,0,0,0.1,4,0.5,22.86,38.83,3.28,27.4,12.3
6059032003,11.56,4852,"Orange ",14.5,75.6,0.4,0.2,6.6,2.7,92691,-117.6672345,33.6050678,0.05,8.69794377,13.08,228.53,0.52,2715.425568,430.12,0,13.5,0,0,0,31.07,28.55,4.57,12.4,8.2
6037141700,11.54,3091,"Los Angeles",5,83.2,2.3,0,5.8,3.6,90210,-118.4376439,34.1379878,0.051,11.63,9.733,618.05,0,1117.038992,1134.29,0,2.8,0,6,0,40.59,17.4,5.64,5.1,8.1
6017030505,11.53,2704,"El Dorado",6.5,87.4,0.9,0.4,2.3,2.5,96150,-119.9583769,38.8426463,0.053,3.6677882,0.428,552.86,0,6.739832078,291.37,0,11,0,5,7,27.19,16.4,6.62,18.9,12.7
6017031302,11.53,4701,"El Dorado",12.5,82.6,0.1,1.3,0.9,2.6,95726,-120.5987224,38.7682537,0.055,5.64670297,0.694,145.87,0.46,0.355121317,257.19,0,7,0,2,1.25,20.24,34.68,4.82,39.6,10.6
6073016807,11.53,7135,"San Diego",18.6,75.2,1.6,0.5,1.7,2.3,92040,-116.9197122,32.8364013,0.046,11.21,10.258,344.74,0,95.02705588,484.09,5,0,0,1,0,26.7,40.23,4.41,27.3,8.9
6065043244,11.52,7220,"Riverside ",25.6,53.1,5.4,0.4,11.7,3.8,92563,-117.1229937,33.5472159,0.057,6.18286598,9.958,822.81,0,123.1786426,437.9,0,1,0.01,6,1,32.3,20.96,4.08,14,13.6
6059021916,11.52,3529,"Orange ",10.3,67.2,1.3,0.3,17.9,3,92807,-117.7923658,33.8407667,0.05,11.21,6.229,490.7,0,15292.79115,453.48,0,1.5,0,1,0.2,32.96,25.92,4.03,11.7,7.7
6073019803,11.52,4465,"San Diego",15.7,69.5,1.3,0.5,9,3.9,92010,-117.3081967,33.175329,0.042,9.53630303,14.733,478.07,9.29,54.82242122,1746.93,0.7,12.5,0.175,2,1,43.92,22.66,4.32,12,5.3
6073017701,11.52,5275,"San Diego",17.8,75.8,0.6,0.3,2.8,2.8,92024,-117.3060959,33.0772389,0.042,10.37,12.5,294.92,9.85,65.61588488,420.45,0,21,0,4,1,34.65,18.52,4.81,25.8,9.3
6037189400,11.52,3448,"Los Angeles",6.2,81.6,3.1,0.2,5,3.8,90068,-118.3211428,34.1200812,0.051,12.47,8.788,664.07,0,2103.848262,NA,0,2.5,0,0,0,37.16,20.87,3.95,17.3,10.6
6013356002,11.51,5375,"Contra Costa",14.2,35.9,14.1,0.1,31.3,4.5,94553,-122.1903986,37.9544588,0.033,8.27876414,3.061,65.62,0.2,783.7055072,496.34,2,0,0,8,0,21.69,62.97,5.15,9.5,4.8
6065044520,11.5,1704,"Riverside ",31.9,63.2,0.8,0.5,1.6,2,92276,-116.3795881,33.8530222,0.068,7.02122524,2.85,545.11,57.45,0.155967294,910.93,0,3.3,0,0,27.6,38.08,17.38,4,38.7,NA
